locus_tag	old_locus_tag	gene	Name	start	end	strand	product	note	type	ID	NCBI
MSMEG_0897	MSMEG_0897		MSMEG_0897	982187	983464	+	hypothetical protein		gene	gene896	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0897
MSMEG_0898	MSMEG_0898		MSMEG_0898	983461	984273	+	tagatose-1%2C6-bisphosphate aldolase GatY	identified by match to protein family HMM PF01116	gene	gene897	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0898
MSMEG_0899	MSMEG_0899		MSMEG_0899	984361	986376	-	prolyl oligopeptidase	identified by match to protein family HMM PF00326%3B match to protein family HMM PF02897	gene	gene898	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0899
MSMEG_0900	MSMEG_0900		MSMEG_0900	986441	987964	+	eptc-inducible aldehyde dehydrogenase	identified by match to protein family HMM PF00171	gene	gene899	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0900
MSMEG_0901	MSMEG_0901		MSMEG_0901	987998	988474	+	hypothetical protein	identified by match to protein family HMM PF05610	gene	gene900	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0901
MSMEG_0902	MSMEG_0902		MSMEG_0902	988475	989344	-	cyclopropane-fatty-acyl-phospholipid synthase	identified by match to protein family HMM PF02353	gene	gene901	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0902
MSMEG_0903	MSMEG_0903	lpdA	lpdA	989521	990915	+	dihydrolipoamide dehydrogenase	E3 component of alpha keto acid dehydrogenase complexes LpdC%3B forms a homodimer%3B binds one molecule of FAD monomer%3B catalyzes NAD+-dependent oxidation of dihydrolipoyl cofactors that are covalently linked to the E2 component	gene	gene902	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0903
MSMEG_0904	MSMEG_0904		MSMEG_0904	990912	991181	+	hypothetical protein		gene	gene903	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0904
MSMEG_0905	MSMEG_0905	pcaC	pcaC	991188	991748	-	hypothetical protein	identified by match to protein family HMM PF02627	gene	gene904	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0905
MSMEG_0906	MSMEG_0906		MSMEG_0906	991776	993212	-	DNA-binding protein	identified by match to protein family HMM PF01381%3B match to protein family HMM PF06114	gene	gene905	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0906
MSMEG_0907	MSMEG_0907		MSMEG_0907	993284	993628	+	hypothetical protein		gene	gene906	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0907
MSMEG_0908	MSMEG_0908		MSMEG_0908	993604	994002	+	hypothetical protein		gene	gene907	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0908
MSMEG_0909	MSMEG_0909		MSMEG_0909	994104	994952	+	acyl-ACP thioesterase	identified by match to protein family HMM PF01643	gene	gene908	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0909
MSMEG_0910	MSMEG_0910		MSMEG_0910	995033	995167	-	hypothetical protein		gene	gene909	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0910
MSMEG_0911	MSMEG_0911	aceA	aceA	995201	996487	+	isocitrate lyase	identified by match to protein family HMM PF00463%3B match to protein family HMM TIGR01346	gene	gene910	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0911
MSMEG_0912	MSMEG_0912		MSMEG_0912	996618	997478	+	3-hydroxybutyryl-CoA dehydrogenase	converts (S)-3-hydroxybutanoyl-CoA to 3-acetoacetyl-CoA	gene	gene911	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0912
MSMEG_0913	MSMEG_0913		MSMEG_0913	997643	998515	+	methoxy mycolic acid synthase 1	identified by match to protein family HMM PF02353	gene	gene912	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0913
MSMEG_0914	MSMEG_0914		MSMEG_0914	998555	999427	-	hypothetical protein		gene	gene913	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0914
MSMEG_0915	MSMEG_0915		MSMEG_0915	999537	1000424	-	polyphosphate kinase	identified by match to protein family HMM PF03976	gene	gene914	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0915
MSMEG_0916	MSMEG_0916		MSMEG_0916	1000429	1001133	-	TetR family transcriptional regulator	identified by match to protein family HMM PF00440	gene	gene915	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0916
MSMEG_0917	MSMEG_0917		MSMEG_0917	1001253	1002569	+	hypothetical protein	identified by match to protein family HMM PF04286	gene	gene916	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0917
MSMEG_0918	MSMEG_0918		MSMEG_0918	1002657	1003085	+	XRE family transcriptional regulator	identified by match to protein family HMM PF01381	gene	gene917	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0918
MSMEG_0919	MSMEG_0919		MSMEG_0919	1003169	1003867	+	heparin-binding hemagglutinin		gene	gene918	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0919
MSMEG_0920	MSMEG_0920		MSMEG_0920	1003944	1004228	+	hypothetical protein		gene	gene919	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0920
MSMEG_0921	MSMEG_0921		MSMEG_0921	1004242	1004646	+	hypothetical protein		gene	gene920	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0921
MSMEG_0922	MSMEG_0922	deoC	deoC	1004646	1005329	+	deoxyribose-phosphate aldolase	catalyzes the formation of D-glyceraldehyde 3-phosphate and acetaldehyde from 2-deoxy-D-ribose-5-phosphate	gene	gene921	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0922
MSMEG_0923	MSMEG_0923		MSMEG_0923	1005367	1006302	-	hypothetical protein		gene	gene922	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0923
MSMEG_0924	MSMEG_0924		MSMEG_0924	1006363	1007163	-	carbon-nitrogen hydrolase	identified by match to protein family HMM PF00795	gene	gene923	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0924
MSMEG_0925	MSMEG_0925		MSMEG_0925	1007170	1007946	-	hypothetical protein		gene	gene924	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0925
MSMEG_0926	MSMEG_0926		MSMEG_0926	1007951	1008442	-	hypothetical protein		gene	gene925	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0926
MSMEG_0927	MSMEG_0927		MSMEG_0927	1008489	1008995	-	hypothetical protein		gene	gene926	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0927
MSMEG_0928	MSMEG_0928	murB	murB	1009022	1010113	+	UDP-N-acetylenolpyruvoylglucosamine reductase	catalyzes the reduction of UDP-N-acetylglucosamine enolpyruvate to form UDP-N-acetylmuramate in peptidoglycan biosynthesis	gene	gene927	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0928
MSMEG_0929	MSMEG_0929		MSMEG_0929	1010120	1011478	+	ErfK/YbiS/YcfS/YnhG family protein	identified by match to protein family HMM PF03734	gene	gene928	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0929
MSMEG_0930	MSMEG_0930		MSMEG_0930	1011488	1012237	-	serine 3-dehydrogenase	identified by match to protein family HMM PF00106	gene	gene929	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0930
MSMEG_0931	MSMEG_0931		MSMEG_0931	1012270	1012557	-	hypothetical protein		gene	gene930	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0931
MSMEG_0932	MSMEG_0932		MSMEG_0932	1012561	1013760	+	ROK family protein	identified by match to protein family HMM PF00480	gene	gene931	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0932
MSMEG_0933	MSMEG_0933		MSMEG_0933	1013771	1015075	+	hypothetical protein	identified by match to protein family HMM PF00534	gene	gene932	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0933
MSMEG_0934	MSMEG_0934		MSMEG_0934	1015072	1015569	+	hypothetical protein		gene	gene933	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0934
MSMEG_0935	MSMEG_0935		MSMEG_0935	1015609	1016352	+	2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase	identified by match to protein family HMM PF00300%3B match to protein family HMM TIGR01258	gene	gene934	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0935
MSMEG_0936	MSMEG_0936	senX3	senX3	1016604	1017758	+	sensor histidine kinase SenX3	identified by similarity to SP:P23545%3B match to protein family HMM PF00512%3B match to protein family HMM PF02518	gene	gene935	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0936
MSMEG_0937	MSMEG_0937	regX3	regX3	1017764	1018441	+	DNA-binding response regulator RegX3	identified by similarity to SP:Q50447%3B match to protein family HMM PF00072%3B match to protein family HMM PF00486	gene	gene936	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0937
MSMEG_0938	MSMEG_0938		MSMEG_0938	1018465	1019265	-	hypothetical protein		gene	gene937	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0938
MSMEG_0939	MSMEG_0939		MSMEG_0939	1019379	1020338	+	Ppx/GppA phosphatase	identified by match to protein family HMM PF02541	gene	gene938	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0939
MSMEG_0940	MSMEG_0940		MSMEG_0940	1020368	1021438	+	hypothetical protein		gene	gene939	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0940
MSMEG_0941	MSMEG_0941		MSMEG_0941	1021461	1022306	+	AP endonuclease%2C family protein 2	identified by match to protein family HMM PF01261	gene	gene940	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0941
MSMEG_0942	MSMEG_0942		MSMEG_0942	1022339	1023154	+	hypothetical protein		gene	gene941	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0942
MSMEG_0943	MSMEG_0943	proC	proC	1023180	1024040	+	pyrroline-5-carboxylate reductase	catalyzes the formation of L-proline from pyrroline-5-carboxylate	gene	gene942	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0943
MSMEG_0944	MSMEG_0944		MSMEG_0944	1024188	1024406	+	DNA binding domain-containing protein	identified by match to protein family HMM TIGR01764	gene	gene943	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0944
MSMEG_0945	MSMEG_0945		MSMEG_0945	1024591	1024692	+	hypothetical protein	identified by match to protein family HMM PF08213	gene	gene944	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0945
MSMEG_0946	MSMEG_0946		MSMEG_0946	1024821	1025849	+	NAD dependent epimerase/dehydratase	identified by match to protein family HMM PF01073%3B match to protein family HMM PF01370%3B match to protein family HMM PF07993	gene	gene945	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0946
MSMEG_0947	MSMEG_0947		MSMEG_0947	1025886	1026950	+	acyltransferase	identified by match to protein family HMM PF01553	gene	gene946	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0947
MSMEG_0948	MSMEG_0948		MSMEG_0948	1026981	1027514	-	hypothetical protein		gene	gene947	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0948
MSMEG_0949	MSMEG_0949		MSMEG_0949	1027603	1028493	-	HAD-superfamily hydrolase	identified by match to protein family HMM PF00702%3B match to protein family HMM TIGR01488%3B match to protein family HMM TIGR01490	gene	gene948	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0949
MSMEG_0950	MSMEG_0950		MSMEG_0950	1028516	1028839	-	hypothetical protein		gene	gene949	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0950
MSMEG_0951	MSMEG_0951		MSMEG_0951	1028600	1028842	+	glutaredoxin	identified by match to protein family HMM PF05768	gene	gene950	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0951
MSMEG_0952	MSMEG_0952	hemA	hemA	1029002	1030357	+	glutamyl-tRNA reductase	catalyzes the formation of glutamate-1-semialdehyde from glutamyl-tRNA(Glu) and NADPH%3B the second step of the pathway is catalyzed by glutamate-1-semialdehyde aminomutase which results in the formation of 5-aminolevulinic acid%3B functions in porphyrin (tetrapyrroles) biosynthesis%3B the crystal structure showed a C-terminal dimerization domain that appears to be absent in Chlamydial proteins	gene	gene951	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0952
MSMEG_0953	MSMEG_0953	hemC	hemC	1030361	1031317	+	porphobilinogen deaminase	transformation of porphobilinogen to hydroxymethylbilane in porphyrin biosynthesis	gene	gene952	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0953
MSMEG_0954	MSMEG_0954	hemD	hemD	1031413	1033245	+	uroporphyrinogen-III synthase	identified by match to protein family HMM PF00590%3B match to protein family HMM PF02602	gene	gene953	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0954
MSMEG_0955	MSMEG_0955		MSMEG_0955	1034274	1034771	-	hypothetical protein		gene	gene955	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0955
MSMEG_0956	MSMEG_0956	hemB	hemB	1033330	1034310	+	delta-aminolevulinic acid dehydratase	catalyzes the formation of porphobilinogen from 5-aminolevulinate	gene	gene954	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0956
MSMEG_0957	MSMEG_0957		MSMEG_0957	1034307	1034738	+	hypothetical protein		gene	gene956	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0957
MSMEG_0958	MSMEG_0958		MSMEG_0958	1034759	1035154	+	hypothetical protein		gene	gene957	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0958
MSMEG_0959	MSMEG_0959		MSMEG_0959	1035189	1035683	+	transmembrane protein		gene	gene958	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0959
MSMEG_0960	MSMEG_0960		MSMEG_0960	1035680	1035910	+	transmembrane protein		gene	gene959	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0960
MSMEG_0961	MSMEG_0961		MSMEG_0961	1035963	1036867	+		conserved hypothetical protein%3B this gene contains a frame shift which is not the result of sequencing error	gene	gene960	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0961
MSMEG_0962	MSMEG_0962		MSMEG_0962	1036854	1037447	+	TetR family transcriptional regulator	identified by match to protein family HMM PF00440	gene	gene961	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0962
MSMEG_0963	MSMEG_0963		MSMEG_0963	1037522	1037764	+	hypothetical protein		gene	gene962	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0963
MSMEG_0964	MSMEG_0964		MSMEG_0964	1037801	1038283	+	pyridoxamine 5'-phosphate oxidase	identified by match to protein family HMM PF01243	gene	gene963	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0964
MSMEG_0965	MSMEG_0965		MSMEG_0965	1038908	1039543	+	porin		gene	gene964	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0965
MSMEG_0966	MSMEG_0966		MSMEG_0966	1039684	1040067	-	hypothetical protein	identified by match to protein family HMM TIGR00026	gene	gene965	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0966
MSMEG_0967	MSMEG_0967		MSMEG_0967	1040090	1040470	-	hypothetical protein	identified by match to protein family HMM PF04075%3B match to protein family HMM TIGR00026	gene	gene966	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0967
MSMEG_0968	MSMEG_0968		MSMEG_0968	1040556	1042010	+	cytochrome P450	identified by match to protein family HMM PF00067	gene	gene967	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0968
MSMEG_0969	MSMEG_0969	hemL	hemL	1042040	1043395	+	glutamate-1-semialdehyde aminotransferase	Converts (S)-4-amino-5-oxopentanoate to 5-aminolevulinate during the porphyrin biosynthesis pathway	gene	gene968	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0969
MSMEG_0970	MSMEG_0970		MSMEG_0970	1043446	1044054	+	phosphoglycerate mutase	identified by match to protein family HMM PF00300	gene	gene969	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0970
MSMEG_0971	MSMEG_0971		MSMEG_0971	1044054	1044707	+	hypothetical protein		gene	gene970	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0971
MSMEG_0972	MSMEG_0972		MSMEG_0972	1044704	1045489	+	cytochrome C biogenesis protein transmembrane region	identified by match to protein family HMM PF02683	gene	gene971	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0972
MSMEG_0973	MSMEG_0973		MSMEG_0973	1045489	1047138	+	hypothetical protein	identified by match to protein family HMM PF05140	gene	gene972	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0973
MSMEG_0974	MSMEG_0974	ccsB	ccsB	1047135	1048130	+	cytochrome C biogenesis protein CcsB	identified by match to protein family HMM PF01578%3B match to protein family HMM TIGR03144	gene	gene973	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0974
MSMEG_0975	MSMEG_0975		MSMEG_0975	1048209	1049537	+	hypothetical protein		gene	gene974	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0975
MSMEG_0976	MSMEG_0976		MSMEG_0976	1049555	1049719	-	hypothetical protein		gene	gene975	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0976
MSMEG_0977	MSMEG_0977		MSMEG_0977	1049796	1050068	+	hypothetical protein		gene	gene976	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0977
MSMEG_0978	MSMEG_0978		MSMEG_0978	1050065	1051105	+	class V aminotransferase	identified by match to protein family HMM PF00266	gene	gene977	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0978
MSMEG_0979	MSMEG_0979		MSMEG_0979	1051203	1051451	+	keratin associated protein		gene	gene978	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0979
MSMEG_0980	MSMEG_0980		MSMEG_0980	1051528	1053159	-	signal transduction histidine kinase	identified by match to protein family HMM PF01590%3B match to protein family HMM PF02518%3B match to protein family HMM PF07730	gene	gene979	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0980
MSMEG_0981	MSMEG_0981		MSMEG_0981	1053329	1053688	+	two-component system regulator	identified by match to protein family HMM PF00072	gene	gene980	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0981
MSMEG_0982	MSMEG_0982		MSMEG_0982	1053805	1054854	+	immunogenic protein	identified by match to protein family HMM TIGR02122	gene	gene981	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0982
MSMEG_0983	MSMEG_0983		MSMEG_0983	1056913	1057566	-	two-component system response regulator	identified by match to protein family HMM PF00072%3B match to protein family HMM PF00196	gene	gene983	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0983
MSMEG_0984	MSMEG_0984		MSMEG_0984	1054857	1056935	+	trap transporter 4tm/12tm fusion protein	identified by match to protein family HMM PF03600%3B match to protein family HMM PF06808%3B match to protein family HMM TIGR02123	gene	gene982	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0984
MSMEG_0985	MSMEG_0985		MSMEG_0985	1057684	1059033	-	sugar transporter family protein	identified by match to protein family HMM PF00083%3B match to protein family HMM PF07690	gene	gene984	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0985
MSMEG_0986	MSMEG_0986		MSMEG_0986	1059121	1059849	-	RemM protein	identified by match to protein family HMM PF00440	gene	gene985	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0986
MSMEG_0987	MSMEG_0987		MSMEG_0987	1059955	1060326	+	hypothetical protein		gene	gene986	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0987
MSMEG_0988	MSMEG_0988	menA	menA	1060331	1061200	-	1%2C4-dihydroxy-2-naphthoate octaprenyltransferase	catalyzes the formation of dimethylmenaquinone from 1%2C4-dihydroxy-2-naphthoate and octaprenyl diphosphate	gene	gene987	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0988
MSMEG_0989	MSMEG_0989		MSMEG_0989	1061291	1061536	+	hypothetical protein		gene	gene988	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0989
MSMEG_0990	MSMEG_0990	mtaP	mtaP	1061533	1062312	+	5'-methylthioadenosine phosphorylase	Catalyzes the reversible phosphorolysis of 5'-deoxy-5'- methylthioadenosine (MTA) to adenine and 5-methylthio-D-ribose-1- phosphate	gene	gene989	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0990
MSMEG_0991	MSMEG_0991		MSMEG_0991	1062309	1063349	+	NAD-dependent epimerase/dehydratase	identified by match to protein family HMM PF01073%3B match to protein family HMM PF01370%3B match to protein family HMM PF07993	gene	gene990	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0991
MSMEG_0992	MSMEG_0992		MSMEG_0992	1063406	1064533	+	2-nitropropane dioxygenase	identified by match to protein family HMM PF03060	gene	gene991	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0992
MSMEG_0993	MSMEG_0993		MSMEG_0993	1064543	1065556	-	histidine kinase	identified by match to protein family HMM PF00512%3B match to protein family HMM PF02518	gene	gene992	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0993
MSMEG_0994	MSMEG_0994	resD	resD	1065553	1066230	-	DNA-binding response regulator ResD	identified by similarity to SP:P35163%3B match to protein family HMM PF00072%3B match to protein family HMM PF00486	gene	gene993	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0994
MSMEG_0995	MSMEG_0995		MSMEG_0995	1066335	1066994	+	glycosyl transferase family protein	identified by match to protein family HMM PF00535	gene	gene994	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0995
MSMEG_0996	MSMEG_0996		MSMEG_0996	1066994	1067647	+	hypothetical protein		gene	gene995	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_0996
